,id,actual,google/gemma-2-2b-it,google/gemma-2-2b-it-Probs
1221,9444,0,-1,-1
1222,7375,1,0,0
1223,4442,1,1,1
1224,1624,1,0,0
1225,22549,2,2,2
1226,16140,0,0,0
1227,23072,2,2,2
1228,2155,1,0,0
1229,22602,2,0,0
1230,3377,1,0,0
1231,12369,1,0,0
1232,18512,1,0,0
1233,11760,1,0,0
1234,10570,0,0,0
1235,14640,0,0,0
1236,12020,0,0,0
1237,22856,2,2,2
1238,22722,2,2,2
1239,9320,1,1,1
1240,10921,2,-1,-1
1241,16509,0,0,0
1242,3300,1,0,0
1243,15829,1,0,0
1244,22958,2,2,2
1245,23451,2,0,0
1246,2415,1,1,1
1247,23270,2,2,2
1248,9416,1,0,0
1249,929,1,2,2
1250,13727,1,0,0
1251,5236,0,0,0
1252,7264,0,0,0
1253,8751,0,0,0
1254,16326,0,0,0
1255,23191,2,0,0
1256,22671,2,0,0
1257,22996,2,2,2
1258,11800,0,-1,-1
1259,5648,0,0,0
1260,13561,0,0,0
1261,22908,2,-1,-1
1262,22938,2,0,0
1263,13480,0,0,0
1264,23090,2,0,0
1265,1240,0,-1,-1
1266,22709,2,2,2
1267,17944,1,0,0
1268,17043,1,0,0
1269,23347,2,0,0
1270,3810,0,0,0
1271,1790,1,1,1
1272,4613,1,0,0
1273,8150,0,1,1
1274,8432,0,1,1
1275,23186,2,0,0
1276,23102,2,0,0
1277,1616,0,0,0
1278,3420,1,2,2
1279,22622,2,0,0
1280,23474,2,-1,-1
1281,12207,2,-1,-1
1282,9343,1,0,0
1283,22781,2,2,2
1284,1641,1,1,1
1285,19328,0,0,0
1286,1462,1,1,1
1287,4709,1,0,0
1288,17074,0,2,2
1289,8279,1,2,2
1290,15199,1,1,1
1291,18997,0,0,0
1292,14991,0,0,0
1293,19392,1,0,0
1294,5043,1,2,2
1295,23174,2,2,2
1296,107,1,1,1
1297,23036,2,-1,-1
1298,406,0,0,0
1299,14857,1,1,1
1300,14107,0,0,0
1301,11284,0,0,0
1302,22950,2,0,0
1303,3398,0,0,0
1304,783,0,0,0
1305,12845,1,2,2
1306,23107,2,-1,-1
1307,9126,1,0,0
1308,3584,0,0,0
1309,15428,1,0,0
1310,23476,2,2,2
1311,6275,0,0,0
1312,19338,1,-1,-1
1313,22864,2,2,2
1314,7005,0,1,1
1315,10515,0,0,0
1316,23271,2,-1,-1
1317,23329,2,-1,-1
1318,9585,1,1,1
1319,23366,2,2,2
1320,22801,2,2,2
1321,23419,2,2,2
1322,23242,2,2,2
1323,2869,1,0,0
1324,11173,1,1,1
1325,2068,1,0,0
1326,19498,0,0,0
1327,1564,1,-1,-1
1328,22650,2,0,0
1329,2747,0,0,0
1330,23469,2,1,1
1331,878,1,0,0
1332,9409,1,0,0
1333,23425,2,0,0
1334,2443,0,0,0
1335,2016,0,0,0
1336,22563,2,2,2
1337,23247,2,2,2
1338,23327,2,-1,-1
1339,10895,1,-1,-1
1340,4290,1,0,0
1341,23132,2,2,2
1342,14105,0,0,0
1343,11599,1,0,0
1344,12336,0,2,2
1345,6915,0,0,0
1346,14617,1,0,0
1347,14718,0,0,0
1348,23218,2,2,2
1349,23523,2,-1,-1
1350,13209,0,0,0
1351,15107,0,0,0
1352,15222,1,0,0
1353,23491,2,-1,-1
1354,16679,0,0,0
1355,14945,0,0,0
1356,6711,1,0,0
1357,10312,1,2,2
1358,10730,1,0,0
1359,14804,0,0,0
1360,2377,1,0,0
1361,22830,2,2,2
1362,22539,2,-1,-1
1363,12603,1,-1,-1
1364,11199,0,0,0
1365,3131,0,0,0
1366,14590,1,1,1
1367,7122,1,1,1
1368,631,0,0,0
1369,4206,1,2,2
1370,23082,2,2,2
1371,18348,0,1,1
1372,23402,2,2,2
1373,23097,2,2,2
1374,23446,2,0,0
1375,13438,0,0,0
1376,3656,0,0,0
1377,16791,0,0,0
1378,10547,1,-1,-1
1379,23119,2,0,0
1380,6205,0,0,0
1381,12508,0,-1,-1
1382,7002,1,1,1
1383,22862,2,2,2
1384,22815,2,2,2
1385,4192,0,2,2
1386,15098,0,0,0
1387,13679,0,1,1
1388,18527,1,1,1
1389,22764,2,2,2
1390,5557,0,0,0
1391,22771,2,1,1
1392,19330,0,0,0
1393,22621,2,0,0
1394,22752,2,-1,-1
1395,5931,0,-1,-1
1396,10221,1,1,1
1397,12039,1,0,0
1398,22684,2,0,0
1399,22666,2,-1,-1
1400,17792,0,0,0
1401,9317,0,-1,-1
1402,10814,1,-1,-1
1403,4763,1,1,1
1404,14377,0,-1,-1
1405,22835,2,2,2
1406,22596,2,0,0
1407,4819,0,0,0
1408,23108,2,2,2
1409,2614,1,0,0
1410,6562,0,0,0
1411,7350,0,0,0
1412,10165,0,0,0
1413,23463,2,2,2
1414,3089,1,2,2
1415,14374,0,-1,-1
1416,5188,0,0,0
1417,2065,1,0,0
1418,23497,2,0,0
1419,9964,1,1,1
1420,12482,0,0,0
1421,23048,2,2,2
1422,5874,0,0,0
1423,5617,1,2,2
1424,22572,2,2,2
1425,23430,2,2,2
1426,7705,2,1,1
1427,22626,2,0,0
1428,6687,0,-1,-1
1429,3825,0,0,0
1430,22967,2,2,2
1431,6020,0,0,0
1432,18757,1,1,1
1433,22690,2,0,0
1434,22692,2,2,2
1435,9605,0,1,1
1436,1075,0,0,0
1437,13816,1,1,1
1438,22597,2,0,0
1439,13868,1,0,0
1440,595,0,1,1
1441,10374,0,0,0
1442,23514,2,2,2
1443,376,0,0,0
1444,13623,0,-1,-1
1445,3460,1,0,0
1446,16765,1,0,0
1447,18099,0,0,0
1448,10961,0,0,0
1449,14782,0,0,0
1450,504,1,2,2
1451,1453,1,0,0
1452,22981,2,2,2
1453,9160,1,0,0
1454,23095,2,-1,-1
1455,8586,1,1,1
1456,3476,0,0,0
1457,22753,2,-1,-1
1458,23286,2,-1,-1
1459,17627,1,0,0
1460,1204,1,1,1
1461,23322,2,0,0
1462,11350,1,0,0
1463,23394,2,0,0
1464,3380,0,2,2
1465,12435,1,-1,-1
1466,2136,1,-1,-1
1467,23014,2,2,2
1468,17079,0,0,0
1469,14396,1,1,1
1470,22718,2,2,2
1471,23388,2,2,2
1472,19119,0,2,2
1473,11378,0,2,2
1474,16401,0,-1,-1
1475,5289,2,1,1
1476,2852,0,0,0
1477,23320,2,2,2
1478,22637,2,2,2
1479,47,0,0,0
1480,16775,0,-1,-1
1481,540,0,0,0
1482,1153,2,0,0
1483,6789,1,1,1
1484,8537,0,0,0
1485,22703,2,2,2
1486,3828,0,0,0
1487,7396,1,1,1
1488,22808,2,-1,-1
1489,1774,1,-1,-1
1490,1195,0,0,0
1491,8413,0,0,0
1492,3672,1,-1,-1
1493,5077,1,-1,-1
1494,13894,1,0,0
1495,4326,0,0,0
1496,9451,0,0,0
1497,7537,1,-1,-1
1498,22819,2,0,0
1499,23213,2,2,2
1500,5862,0,0,0
1501,12978,0,0,0
1502,11331,1,2,2
1503,10385,0,0,0
1504,14851,0,0,0
1505,3405,1,1,1
1506,12670,0,0,0
1507,9441,1,2,2
1508,9906,1,0,0
1509,16720,1,0,0
1510,23434,2,0,0
1511,1154,1,2,2
1512,12484,0,0,0
1513,10340,1,2,2
1514,22745,2,2,2
1515,6696,0,0,0
1516,16991,0,0,0
1517,23173,2,0,0
1518,18756,1,1,1
1519,22616,2,0,0
1520,7262,1,2,2
1521,11693,1,0,0
1522,22640,2,2,2
1523,9520,1,1,1
1524,17213,1,0,0
1525,7724,1,2,2
1526,14055,1,0,0
1527,8578,0,-1,-1
1528,22766,2,2,2
1529,22588,2,2,2
1530,23280,2,0,0
1531,7147,1,0,0
1532,3017,0,1,1
1533,17941,1,1,1
1534,15815,1,0,0
1535,4813,1,0,0
1536,23450,2,2,2
1537,12537,0,0,0
1538,6888,1,-1,-1
1539,193,1,2,2
1540,938,1,1,1
1541,9328,1,0,0
1542,1315,1,0,0
1543,22806,2,2,2
1544,23226,2,2,2
1545,13879,0,0,0
1546,22955,2,2,2
1547,4216,0,0,0
1548,11727,1,0,0
1549,8096,1,-1,-1
1550,23221,2,-1,-1
1551,23210,2,1,1
1552,22792,2,2,2
1553,2343,1,0,0
1554,526,0,2,2
1555,14282,1,2,2
1556,13007,0,0,0
1557,37,1,-1,-1
1558,9636,0,0,0
1559,22567,2,0,0
1560,16361,0,0,0
1561,18855,1,0,0
1562,23083,2,2,2
1563,22553,2,2,2
1564,18474,0,0,0
1565,854,1,1,1
1566,1441,1,1,1
1567,18770,0,0,0
1568,11253,0,0,0
1569,11803,1,1,1
1570,23025,2,1,1
1571,15601,0,0,0
1572,22691,2,1,1
1573,23008,2,0,0
1574,1561,1,2,2
1575,12507,0,0,0
1576,4684,1,-1,-1
1577,10542,1,-1,-1
1578,10577,0,0,0
1579,22814,2,2,2
1580,2122,0,0,0
1581,1172,0,1,1
1582,8939,0,0,0
1583,699,1,0,0
1584,22977,2,-1,-1
1585,19169,1,0,0
1586,23212,2,-1,-1
1587,11072,1,0,0
1588,22783,2,2,2
1589,12766,0,0,0
1590,15073,0,0,0
1591,11269,1,1,1
1592,11396,1,0,0
1593,22600,2,2,2
1594,1882,1,-1,-1
1595,12367,0,0,0
1596,22939,2,2,2
1597,22756,2,-1,-1
1598,12179,1,0,0
1599,19501,1,0,0
1600,16846,2,0,0
1601,388,0,0,0
1602,18181,0,0,0
1603,23033,2,-1,-1
1604,23021,2,0,0
1605,17305,0,0,0
1606,10186,1,-1,-1
1607,3015,1,1,1
1608,6599,0,-1,-1
1609,23340,2,2,2
1610,10304,0,-1,-1
1611,295,0,0,0
1612,23424,2,0,0
1613,23480,2,2,2
1614,12704,0,0,0
1615,18761,0,0,0
1616,23163,2,2,2
1617,22968,2,2,2
1618,6924,1,1,1
1619,3764,1,0,0
1620,19481,0,-1,-1
1621,23501,2,0,0
1622,1443,1,1,1
1623,23259,2,0,0
1624,22852,2,0,0
1625,1930,1,1,1
1626,11048,0,0,0
1627,22995,2,-1,-1
1628,23019,2,2,2
1629,19214,1,0,0
1630,22643,2,2,2
1631,22763,2,-1,-1
1632,13258,1,1,1
1633,22961,2,2,2
1634,18627,1,0,0
1635,23369,2,2,2
1636,11617,1,0,0
1637,22867,2,-1,-1
1638,22531,2,2,2
1639,15670,0,0,0
1640,2107,0,-1,-1
1641,2077,1,0,0
1642,8966,0,0,0
1643,13148,0,0,0
1644,23073,2,2,2
1645,23013,2,0,0
1646,23486,2,0,0
1647,8437,1,1,1
1648,22924,2,2,2
1649,22850,2,0,0
1650,23422,2,2,2
1651,7109,0,0,0
1652,23214,2,2,2
1653,2615,0,0,0
1654,13601,0,0,0
1655,8428,1,0,0
1656,16597,0,0,0
1657,6781,0,0,0
1658,22614,2,2,2
1659,12046,0,0,0
1660,12002,0,0,0
1661,22711,2,2,2
1662,19319,0,1,1
1663,23055,2,-1,-1
1664,8564,1,1,1
1665,22562,2,2,2
1666,8166,1,2,2
1667,19505,1,0,0
1668,17097,0,0,0
1669,792,0,0,0
1670,11492,1,-1,-1
1671,16733,1,1,1
1672,8103,0,-1,-1
1673,16600,0,0,0
1674,9866,0,0,0
1675,23176,2,0,0
1676,1163,1,1,1
1677,22678,2,2,2
1678,23091,2,0,0
1679,23053,2,1,1
1680,23504,2,2,2
1681,22922,2,0,0
1682,12004,0,2,2
1683,4704,2,0,0
1684,23243,2,2,2
1685,15084,0,0,0
1686,3145,0,0,0
1687,13713,0,0,0
1688,1639,1,1,1
1689,23236,2,2,2
1690,23057,2,2,2
1691,22601,2,2,2
1692,23395,2,0,0
1693,8657,0,0,0
1694,15954,1,1,1
1695,3921,1,-1,-1
1696,22997,2,2,2
1697,18667,0,0,0
1698,638,1,1,1
1699,22804,2,-1,-1
1700,18807,0,0,0
1701,16100,1,1,1
1702,6482,1,0,0
1703,16665,0,2,2
1704,22677,2,0,0
1705,7918,0,0,0
1706,7310,1,1,1
1707,8575,1,1,1
1708,22530,2,2,2
1709,22859,2,2,2
1710,22803,2,0,0
1711,11747,1,0,0
1712,17169,1,1,1
1713,7447,0,0,0
1714,17287,2,0,0
1715,23069,2,0,0
1716,6651,0,1,1
1717,1014,1,0,0
1718,23193,2,2,2
1719,6214,0,0,0
1720,23032,2,-1,-1
1721,2887,0,0,0
1722,23314,2,1,1
1723,23020,2,2,2
1724,22559,2,2,2
1725,22810,2,2,2
1726,15014,1,1,1
1727,4507,0,2,2
1728,8276,0,-1,-1
1729,4516,0,0,0
1730,3931,0,-1,-1
1731,22930,2,2,2
1732,3008,0,0,0
1733,11491,1,-1,-1
1734,23177,2,0,0
1735,9207,1,1,1
1736,22805,2,2,2
1737,23482,2,0,0
1738,13178,1,0,0
1739,10698,1,0,0
1740,14135,2,1,1
1741,12692,0,1,1
1742,23375,2,-1,-1
1743,22913,2,2,2
1744,4584,0,0,0
1745,9151,0,-1,-1
1746,12843,0,-1,-1
1747,23332,2,1,1
1748,22773,2,1,1
1749,3585,0,0,0
1750,13898,1,0,0
1751,22925,2,2,2
1752,23421,2,2,2
1753,22777,2,0,0
1754,14289,1,1,1
1755,10504,1,1,1
1756,22665,2,2,2
1757,22571,2,-1,-1
1758,5000,1,1,1
1759,22578,2,2,2
1760,14707,0,0,0
1761,22946,2,0,0
1762,23364,2,0,0
1763,22929,2,0,0
1764,22746,2,2,2
1765,5487,0,0,0
1766,23066,2,0,0
1767,22744,2,0,0
1768,14745,1,0,0
1769,22762,2,2,2
1770,22915,2,-1,-1
1771,14179,1,0,0
1772,23379,2,2,2
1773,531,1,1,1
1774,22557,2,2,2
1775,365,1,-1,-1
1776,11285,0,0,0
1777,1104,1,2,2
1778,14713,0,0,0
1779,8748,0,0,0
1780,23043,2,2,2
1781,22991,2,0,0
1782,3490,0,0,0
1783,6453,0,2,2
1784,18731,0,0,0
1785,22590,2,1,1
1786,5079,1,0,0
1787,6023,1,0,0
1788,1889,1,1,1
1789,22592,2,1,1
1790,13165,1,0,0
1791,4014,1,1,1
1792,7581,0,0,0
1793,16723,1,0,0
1794,22629,2,2,2
1795,5090,1,1,1
1796,23241,2,2,2
1797,5286,1,0,0
1798,9896,1,2,2
1799,15197,1,1,1
1800,13009,0,0,0
1801,4272,0,2,2
1802,11616,1,0,0
1803,22680,2,-1,-1
1804,6541,1,0,0
1805,18375,1,1,1
1806,15613,0,0,0
1807,22661,2,-1,-1
1808,7848,0,0,0
1809,6389,1,-1,-1
1810,12968,0,0,0
1811,12681,1,1,1
1812,15447,0,0,0
1813,23346,2,2,2
1814,3392,0,-1,-1
1815,23492,2,0,0
1816,22855,2,2,2
1817,14686,1,-1,-1
1818,22652,2,2,2
1819,7346,1,0,0
1820,12760,1,0,0
1821,1020,0,-1,-1
1822,18848,1,1,1
1823,23443,2,1,1
1824,17719,0,0,0
1825,19492,1,0,0
1826,18296,0,0,0
1827,9064,0,0,0
1828,11476,0,0,0
1829,13559,0,0,0
1830,22897,2,0,0
1831,15527,0,-1,-1
1832,23164,2,2,2
1833,23282,2,2,2
1834,14783,1,0,0
1835,22877,2,0,0
1836,3383,0,0,0
1837,22902,2,0,0
1838,51,0,0,0
1839,16043,1,0,0
1840,22662,2,2,2
1841,19334,0,2,2
1842,1877,0,0,0
1843,10549,1,1,1
1844,23465,2,0,0
1845,11282,1,0,0
1846,23471,2,0,0
1847,23106,2,0,0
1848,23250,2,0,0
1849,23131,2,-1,-1
1850,13163,0,0,0
1851,10680,1,1,1
1852,22660,2,0,0
1853,11381,2,0,0
1854,17743,0,-1,-1
1855,22542,2,2,2
1856,8737,1,-1,-1
1857,197,1,0,0
1858,3117,0,0,0
1859,23006,2,0,0
1860,18241,1,1,1
1861,23452,2,2,2
1862,23127,2,0,0
1863,9153,0,0,0
1864,8095,1,1,1
1865,17182,1,-1,-1
1866,11692,0,0,0
1867,23524,2,0,0
1868,23140,2,0,0
1869,11402,1,0,0
1870,5369,0,0,0
1871,23281,2,2,2
1872,4706,0,0,0
1873,8516,0,0,0
1874,7393,1,1,1
1875,23111,2,2,2
1876,6303,0,0,0
1877,23264,2,2,2
1878,1521,1,1,1
1879,4223,0,1,1
1880,13001,1,0,0
1881,18992,0,0,0
1882,2144,1,0,0
1883,1254,1,1,1
1884,11240,2,0,0
1885,10862,0,0,0
1886,22882,2,2,2
1887,22861,2,0,0
1888,17387,0,0,0
1889,19354,0,0,0
1890,14424,1,0,0
1891,1408,2,-1,-1
1892,23230,2,2,2
1893,13690,1,0,0
1894,22799,2,1,1
1895,12496,1,1,1
1896,289,0,0,0
1897,6154,0,0,0
1898,22807,2,2,2
1899,23390,2,-1,-1
1900,22797,2,2,2
1901,14807,0,2,2
1902,23509,2,1,1
1903,23086,2,0,0
1904,8142,1,0,0
1905,23429,2,2,2
1906,17430,0,0,0
1907,8136,1,1,1
1908,22683,2,1,1
1909,9593,1,1,1
1910,1604,1,1,1
1911,5773,1,0,0
1912,22701,2,0,0
1913,23240,2,-1,-1
1914,2876,0,0,0
1915,22551,2,2,2
1916,18227,1,1,1
1917,9968,1,0,0
1918,13238,2,2,2
1919,2002,1,0,0
1920,22793,2,0,0
1921,14845,0,2,2
1922,15512,1,-1,-1
1923,23015,2,2,2
1924,6288,0,2,2
1925,22717,2,2,2
1926,22887,2,2,2
1927,19255,1,2,2
1928,4974,0,1,1
1929,7149,0,0,0
1930,22636,2,-1,-1
1931,641,2,-1,-1
1932,23178,2,0,0
1933,15238,0,0,0
1934,19416,1,2,2
1935,22798,2,0,0
1936,17986,1,2,2
1937,4817,1,2,2
1938,22631,2,0,0
1939,22675,2,2,2
1940,15543,0,1,1
1941,5886,1,1,1
1942,22816,2,2,2
1943,22618,2,2,2
1944,19417,0,0,0
1945,16684,0,0,0
1946,7582,0,0,0
1947,23267,2,2,2
1948,12201,1,0,0
1949,22940,2,2,2
1950,14623,0,0,0
1951,2330,0,0,0
1952,3582,0,0,0
1953,3844,1,2,2
1954,3654,1,0,0
1955,11756,0,0,0
1956,22726,2,0,0
1957,17051,0,-1,-1
1958,14323,0,2,2
1959,7532,1,1,1
1960,13715,0,0,0
1961,12703,0,0,0
1962,5031,0,0,0
1963,23078,2,-1,-1
1964,16875,0,0,0
1965,22633,2,2,2
1966,615,1,2,2
1967,16752,1,0,0
1968,7395,0,0,0
1969,3918,0,0,0
1970,5894,1,0,0
1971,1233,0,0,0
1972,6538,0,1,1
1973,23467,2,2,2
1974,23478,2,2,2
1975,3906,1,0,0
1976,18501,0,0,0
1977,11637,1,0,0
1978,14300,1,0,0
1979,14409,0,0,0
1980,19216,0,-1,-1
1981,10775,0,0,0
1982,12984,1,1,1
1983,11174,1,1,1
1984,23413,2,0,0
1985,23407,2,2,2
1986,22782,2,-1,-1
1987,3012,0,0,0
1988,5869,1,0,0
1989,4032,1,-1,-1
1990,15051,0,1,1
1991,5060,0,0,0
1992,22802,2,0,0
1993,11504,1,1,1
1994,22749,2,2,2
1995,11499,0,0,0
1996,22820,2,-1,-1
1997,23030,2,0,0
1998,4930,0,0,0
1999,23288,2,2,2
2000,4513,0,0,0
2001,14364,1,1,1
2002,22638,2,1,1
2003,14014,0,-1,-1
2004,1255,1,1,1
2005,18030,1,1,1
2006,10897,0,0,0
2007,6928,0,-1,-1
2008,6676,0,-1,-1
2009,22532,2,0,0
2010,22837,2,0,0
2011,8587,1,-1,-1
2012,9223,0,0,0
2013,23324,2,-1,-1
2014,23175,2,-1,-1
2015,23412,2,1,1
2016,7008,0,0,0
2017,3641,0,0,0
2018,22765,2,2,2
2019,19107,0,0,0
2020,8093,1,1,1
2021,17327,0,0,0
2022,18015,0,0,0
2023,13447,0,2,2
2024,3646,1,0,0
2025,8719,1,-1,-1
2026,22595,2,-1,-1
2027,9123,1,-1,-1
2028,23067,2,2,2
2029,15104,0,0,0
2030,23035,2,0,0
2031,701,1,0,0
2032,22735,2,2,2
2033,18488,1,1,1
2034,15506,0,0,0
2035,659,0,0,0
2036,23370,2,-1,-1
2037,22619,2,-1,-1
2038,22693,2,1,1
2039,13010,1,1,1
2040,3961,0,1,1
2041,18529,1,1,1
2042,16895,1,-1,-1
2043,22813,2,2,2
2044,13184,0,0,0
2045,13593,0,0,0
2046,23162,2,2,2
2047,23258,2,0,0
2048,22790,2,0,0
2049,2052,0,0,0
2050,10960,0,0,0
2051,16154,0,0,0
2052,23416,2,-1,-1
2053,23520,2,2,2
2054,22566,2,2,2
2055,4510,0,-1,-1
2056,22858,2,-1,-1
2057,17638,0,-1,-1
2058,12198,1,0,0
2059,4017,1,1,1
2060,18901,1,2,2
2061,23181,2,2,2
2062,11572,1,1,1
2063,10872,1,0,0
2064,17360,1,-1,-1
2065,14297,1,0,0
2066,22715,2,2,2
2067,8416,0,0,0
2068,14968,1,0,0
2069,23290,2,2,2
2070,10981,1,-1,-1
2071,23211,2,2,2
2072,10638,1,1,1
2073,22941,2,0,0
2074,5976,1,2,2
2075,23502,2,2,2
2076,22625,2,2,2
2077,10065,0,2,2
2078,13583,0,0,0
2079,16157,0,0,0
2080,16663,0,2,2
2081,10244,1,-1,-1
2082,22574,2,0,0
2083,2418,1,2,2
2084,18453,1,0,0
2085,14459,0,0,0
2086,8534,0,0,0
2087,6970,1,0,0
2088,477,0,0,0
2089,23222,2,-1,-1
2090,23519,2,2,2
2091,11646,1,-1,-1
2092,8531,1,-1,-1
2093,12834,0,0,0
2094,1643,1,0,0
2095,23325,2,0,0
2096,2078,0,0,0
2097,10664,0,0,0
2098,4299,1,2,2
2099,2426,0,0,0
2100,5154,0,2,2
2101,6839,0,0,0
2102,23063,2,2,2
2103,13167,1,0,0
2104,16556,1,2,2
2105,23231,2,2,2
2106,2883,0,2,2
2107,17338,0,0,0
2108,23311,2,0,0
2109,23454,2,-1,-1
2110,7702,1,1,1
2111,5244,1,0,0
2112,5530,0,0,0
2113,6455,1,2,2
2114,23498,2,2,2
2115,23169,2,2,2
2116,12135,0,0,0
2117,1449,1,-1,-1
2118,23337,2,2,2
2119,23350,2,2,2
2120,11618,1,0,0
2121,22834,2,0,0
2122,3755,0,0,0
2123,6221,1,0,0
2124,7450,1,0,0
2125,13032,1,1,1
2126,23393,2,0,0
2127,22615,2,0,0
2128,3648,1,0,0
2129,9443,1,2,2
2130,23064,2,0,0
2131,7201,1,2,2
2132,3948,1,2,2
2133,2075,0,0,0
2134,22927,2,2,2
2135,4044,1,2,2
2136,23333,2,0,0
2137,12339,1,0,0
2138,4587,0,0,0
2139,4799,0,0,0
2140,22993,2,2,2
2141,23143,2,-1,-1
2142,13620,1,1,1
2143,22599,2,2,2
2144,14747,0,0,0
2145,16403,1,1,1
2146,15028,0,0,0
2147,23289,2,2,2
2148,22611,2,2,2
2149,7642,0,0,0
2150,23196,2,-1,-1
2151,23002,2,0,0
2152,1152,1,0,0
2153,22872,2,0,0
2154,1126,1,-1,-1
2155,16214,0,0,0
2156,15955,0,-1,-1
2157,22873,2,2,2
2158,11925,1,0,0
2159,411,1,1,1
2160,10865,0,0,0
2161,22828,2,0,0
2162,23294,2,2,2
2163,23363,2,0,0
2164,23433,2,0,0
2165,23367,2,0,0
2166,3591,2,0,0
2167,6717,0,0,0
2168,10099,0,-1,-1
2169,6144,1,0,0
2170,4925,1,-1,-1
2171,18024,0,-1,-1
2172,22842,2,2,2
2173,23245,2,0,0
2174,23399,2,-1,-1
2175,12695,1,1,1
2176,2157,1,0,0
2177,3626,0,0,0
2178,6216,0,0,0
2179,22584,2,-1,-1
2180,23130,2,-1,-1
2181,12264,0,-1,-1
2182,17139,0,0,0
2183,4746,1,-1,-1
2184,22932,2,-1,-1
2185,839,1,1,1
2186,11399,1,0,0
2187,15032,0,0,0
2188,11464,0,0,0
2189,2992,0,1,1
2190,23110,2,0,0
2191,12005,1,2,2
2192,13441,2,-1,-1
2193,23457,2,-1,-1
2194,2650,0,0,0
2195,22568,2,0,0
2196,23158,2,2,2
2197,23042,2,2,2
2198,8885,1,0,0
2199,23172,2,0,0
2200,22593,2,2,2
2201,23070,2,2,2
2202,22871,2,0,0
2203,16814,0,0,0
2204,8224,1,1,1
2205,9873,0,0,0
2206,18970,0,-1,-1
2207,23335,2,0,0
2208,23487,2,2,2
2209,16880,0,0,0
2210,10212,1,1,1
2211,13941,1,0,0
2212,23279,2,0,0
2213,16276,1,1,1
2214,16024,1,0,0
2215,23357,2,2,2
2216,5609,0,0,0
2217,12682,1,1,1
2218,8069,1,0,0
2219,9341,0,0,0
2220,22899,2,2,2
2221,15101,1,1,1
2222,4992,0,1,1
2223,23087,2,0,0
2224,4983,1,0,0
2225,768,1,1,1
2226,23262,2,0,0
2227,23235,2,2,2
2228,23138,2,0,0
2229,22725,2,2,2
2230,22555,2,2,2
2231,23040,2,0,0
2232,23104,2,-1,-1
2233,5888,1,1,1
2234,23044,2,0,0
2235,17993,1,0,0
2236,22750,2,0,0
2237,15445,0,0,0
2238,23339,2,0,0
2239,11475,1,0,0
2240,3138,0,0,0
2241,12437,0,0,0
2242,13434,2,0,0
2243,23065,2,2,2
2244,1901,1,1,1
2245,1750,1,2,2
2246,15992,1,0,0
2247,19070,0,0,0
2248,23495,2,0,0
2249,15072,0,-1,-1
2250,4565,1,2,2
2251,409,1,0,0
2252,11866,1,-1,-1
2253,9760,0,0,0
2254,6177,0,0,0
2255,9580,1,2,2
2256,10449,1,0,0
2257,11352,1,0,0
2258,11063,1,0,0
2259,14208,0,0,0
2260,8183,1,0,0
2261,23152,2,0,0
2262,9763,0,0,0
2263,550,1,1,1
2264,12986,1,1,1
2265,9545,1,2,2
2266,6223,0,0,0
2267,2601,0,0,0
2268,14566,0,1,1
2269,22857,2,0,0
2270,23233,2,2,2
2271,841,1,1,1
2272,15514,0,-1,-1
2273,10871,0,0,0
2274,14980,0,0,0
2275,19022,0,0,0
2276,2493,0,0,0
2277,18589,0,0,0
2278,6967,1,0,0
2279,23227,2,2,2
2280,22708,2,-1,-1
2281,18978,1,1,1
2282,11762,2,0,0
2283,17359,0,-1,-1
2284,12656,0,1,1
2285,23194,2,0,0
2286,11568,1,1,1
2287,23023,2,0,0
2288,15858,0,0,0
2289,781,1,1,1
2290,14988,1,1,1
2291,16371,1,0,0
2292,11959,0,2,2
2293,2046,0,0,0
2294,5275,0,-1,-1
2295,23358,2,2,2
2296,23257,2,2,2
2297,23338,2,1,1
2298,10235,0,0,0
2299,23307,2,2,2
2300,16675,1,0,0
2301,23378,2,2,2
2302,1554,0,0,0
2303,19058,1,0,0
2304,22847,2,0,0
2305,9639,1,0,0
2306,22713,2,2,2
2307,4600,1,0,0
2308,23468,2,2,2
2309,11835,0,0,0
2310,18441,1,1,1
2311,22545,2,2,2
2312,5241,0,0,0
2313,23190,2,-1,-1
2314,15483,1,0,0
2315,15751,0,0,0
2316,18362,0,-1,-1
2317,4679,1,-1,-1
2318,1119,0,-1,-1
2319,23134,2,1,1
2320,7612,0,0,0
2321,11831,0,0,0
2322,11030,1,1,1
2323,22527,2,2,2
2324,1995,0,-1,-1
2325,23296,2,1,1
2326,3734,0,-1,-1
2327,17592,0,0,0
2328,3964,1,0,0
2329,18853,1,0,0
2330,23521,2,0,0
2331,11443,0,1,1
2332,11799,1,1,1
2333,22630,2,2,2
2334,15596,1,-1,-1
2335,3080,1,2,2
2336,4123,0,-1,-1
2337,2067,0,0,0
2338,791,0,0,0
2339,8221,0,0,0
2340,3830,0,0,0
2341,9698,1,0,0
2342,22741,2,0,0
2343,15990,1,0,0
2344,10430,1,0,0
2345,19494,0,0,0
2346,19364,1,1,1
2347,11877,0,0,0
2348,22743,2,0,0
2349,16644,1,0,0
2350,22878,2,2,2
2351,14017,1,0,0
2352,15012,0,0,0
2353,8622,0,0,0
2354,23103,2,0,0
2355,14194,0,0,0
2356,22917,2,2,2
2357,3509,1,2,2
2358,8201,0,0,0
2359,22952,2,0,0
2360,19072,0,0,0
